"yORF"	"GFP tagged?"	"GFP visualized?"	"TAP visualized?"	"abundance"	"error"	"localization summary"	"ambiguous"	"mitochondrion"	"vacuole"	"spindle pole"	"cell periphery"	"punctate composite"	"vacuolar membrane"	"ER"	"nuclear periphery"	"endosome"	"bud neck"	"microtubule"	"Golgi"	"late Golgi"	"peroxisome"	"actin"	"nucleolus"	"cytoplasm"	"ER to Golgi"	"early Golgi"	"lipid particle"	"nucleus"	"bud"
"YGL030W"	"tagged"	"not visualized"	"TAP visualized"	59300	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL033W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL034C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL041C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL042C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL044C"	"tagged"	"not visualized"	"TAP visualized"	6350	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL045W"	"tagged"	"not visualized"	"TAP visualized"	784	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL050W"	"tagged"	"not visualized"	"TAP visualized"	3390	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL051W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL052W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL063W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL069C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL072C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL074C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL081W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL088W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL089C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL096W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL100W"	"tagged"	"not visualized"	"TAP visualized"	952	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL102C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL103W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL104C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL106W"	"not tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL109W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL114W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL117W"	"tagged"	"not visualized"	"TAP visualized"	149	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL118C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL121C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL123W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL132W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL136C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL138C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL142C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL144C"	"tagged"	"not visualized"	"TAP visualized"	"low signal"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL146C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL149W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL152C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL154C"	"tagged"	"not visualized"	"TAP visualized"	623	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL158W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL159W"	"tagged"	"not visualized"	"TAP visualized"	172	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL160W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL165C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL168W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL170C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL171W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL176C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL177W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL179C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL182C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL183C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL188C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL191W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL192W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL193C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL196W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL198W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL199C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL204C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL205W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL208W"	"tagged"	"not visualized"	"TAP visualized"	300	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL214W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL215W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL217C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL218W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL224C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL228W"	"tagged"	"not visualized"	"TAP visualized"	8640	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL230C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL235W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL236C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL239C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL242C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL243W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL248W"	"tagged"	"not visualized"	"TAP visualized"	1400	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL251C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL257C"	"tagged"	"not visualized"	"TAP visualized"	1170	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL258W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL258W-A"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL259W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL260W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL261C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL262W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL263W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGR005C"	"tagged"	"not visualized"	"TAP visualized"	520	"123.0"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGR006W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGR009C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGR011W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGR016W"	"tagged"	"not visualized"	"TAP visualized"	238	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGR018C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGR022C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGR023W"	"tagged"	"not visualized"	"TAP visualized"	"low signal"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGR025W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGR029W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGR032W"	"tagged"	"not visualized"	"TAP visualized"	"technical problem"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGR035C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGR039W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGR045C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGR050C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGR051C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGR053C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGR054W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGR056W"	"tagged"	"not visualized"	"TAP visualized"	259	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGR057C"	"tagged"	"not visualized"	"TAP visualized"	656	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
