	complex name: list	gene id: list	data source: list	gene name: list
1207	box H/ACA snoRNP complex (GO)	YHR089C,YLR175W,snR10,snR11,snR161,snR189,snR191,snR3,snR30,snR31,snR32,snR33,snR34,snR35,snR36,snR37,snR42,snR43,snR44,snR46,snR49,snR5,snR8,snR80,snR81,snR82,snR83,snR84,snR85,snR86,snR9	benchshop	CBF5,GAR1,SNR10,SNR11,SNR161,SNR189,SNR191,SNR3,SNR30,SNR31,SNR32,SNR33,SNR34,SNR35,SNR36,SNR37,SNR42,SNR43,SNR44,SNR46,SNR49,SNR5,SNR8,SNR80,SNR81,SNR82,SNR83,SNR84,SNR85,SNR86,SNR9
1208	wodaklab complex#361	YHR089C,YNL219C	wodaklab	ALG9,GAR1
1209	wodaklab complex#698	YHR091C,YLR046C	wodaklab	MSR1,YLR046C
1210	SEC23-LST1 COPII cargo recruitment complex	YHR098C,YPR181C	complex portal	SEC23,SFB3
1211	Kic1-Sog2 complex,wodaklab complex#484	YHR102W,YOR353C	benchshop,wodaklab	KIC1,SOG2
1212	wodaklab complex#468	YHR104W,YML079W	wodaklab	GRE3,YML079W
1213	putative Tom71-Ylr072w complex	YHR117W,YLR072W	benchshop	TOM71,YLR072W
1214	wodaklab complex#217	YHR117W,YLR072W,YLR403W	wodaklab	SFP1,TOM71,YLR072W
1215	wodaklab complex#644	YHR122W,YNL240C	wodaklab	NAR1,YHR122W
1216	wodaklab complex#394	YHR132W-A,YOR292C	wodaklab	IGO2,YOR292C
1217	wodaklab complex#560	YHR135C,YNL154C	wodaklab	YCK1,YCK2
1218	wodaklab complex#187	YHR137W,YNL176C	wodaklab	ARO9,TDA7
1219	wodaklab complex#386	YHR146W,YMR196W	wodaklab	CRP1,YMR196W
1220	MPP10 complex	YHR148W,YJR002W,YNL075W	complex portal	IMP3,IMP4,MPP10
1221	CUL8-MMS1-MMS22-ESC4 E3 ubiquitin ligase complex	YHR154W,YJL047C,YLR320W,YOL133W,YPR164W	complex portal	HRT1,MMS1,MMS22,RTT101,RTT107
1222	REC102-REC104 meiotic recombination initiation complex 	YHR157W,YLR329W	complex portal	REC102,REC104
1223	Gamma tubulin small complex	YHR172W,YLR212C,YLR212C,YNL126W	complex portal	SPC97,SPC98,TUB4,TUB4
1224	wodaklab complex#296	YHR177W,YNL233W	wodaklab	BNI4,YHR177W
1225	putative Oye2-Oye3 complex,wodaklab complex#445	YHR179W,YPL171C	benchshop,wodaklab	OYE2,OYE3
1226	TORC1 complex	YHR186C,YJR066W	benchshop	KOG1,TOR1
1227	TORC1 complex (GO)	YHR186C,YJR066W,YKL203C,YNL006W,YPL180W	benchshop	KOG1,LST8,TCO89,TOR1,TOR2
1228	TORC1 complex variant 1	YHR186C,YJR066W,YNL006W,YPL180W	complex portal	KOG1,LST8,TCO89,TOR1
1229	wodaklab complex#249	YHR186C,YJR066W,YPL180W	wodaklab	KOG1,TCO89,TOR1
1230	TORC1 complex variant 2	YHR186C,YKL203C,YNL006W,YPL180W	complex portal	KOG1,LST8,TCO89,TOR2
1231	wodaklab complex#319	YHR193C,YNL112W,YPL037C	wodaklab	DBP2,EGD1,EGD2
1232	Nascent polypeptide-associated complex, EGD1-EGD2 variant	YHR193C,YPL037C	complex portal	EGD1,EGD2
1233	putative Nvj1-Tos4 complex,wodaklab complex#384	YHR195W,YLR183C	benchshop,wodaklab	NVJ1,TOS4
1234	wodaklab complex#358	YHR207C,YPL244C	wodaklab	HUT1,SET5
1235	putative Bat1-Bat2 complex,wodaklab complex#639	YHR208W,YJR148W	benchshop,wodaklab	BAT1,BAT2
1236	wodaklab complex#109	YHR216W,YLL045C,YLR432W,YML056C,YOR063W	wodaklab	IMD2,IMD3,IMD4,RPL3,RPL8B
1237	wodaklab complex#197	YIL002C,YJL083W,YKR019C	wodaklab	INP51,IRS4,TAX4
1238	wodaklab complex#327	YIL002W-A,YKL150W	wodaklab	MCR1,YIL002W-A
1239	wodaklab complex#250	YIL006W,YMR192W,YPL249C	wodaklab	GYL1,GYP5,YIA6
1240	telomerase holoenzyme complex (GO)	YIL009C-A,YLR233C	benchshop	EST1,EST3
1241	Telomerase holoenzyme complex	YIL009C-A,YLR233C,YLR318W	complex portal	EST1,EST2,EST3
1242	wodaklab complex#130	YIL014W,YNL056W,YNL078W,YOL070C	wodaklab	MNT3,NBA1,NIS1,OCA2
1243	wodaklab complex#666	YIL015W,YKL117W	wodaklab	BAR1,SBA1
1244	Tim44-Ssc1 heterodimer	YIL022W,YJR045C	benchshop	SSC1,TIM44
1245	Doa10 ubiquitin ligase complex	YIL030C,YML013W	complex portal	SSM4,UBX2
1246	cAMP-dependent protein kinase complex variant 1	YIL033C,YJL164C	complex portal	BCY1,TPK1
1247	cAMP-dependent protein kinase complex variant 5	YIL033C,YJL164C,YKL166C	complex portal	BCY1,TPK1,TPK3
1248	cAMP-dependent protein kinase complex	YIL033C,YJL164C,YKL166C,YPL203W	benchshop	BCY1,TPK1,TPK2,TPK3
1249	cAMP-dependent protein kinase complex variant 4,wodaklab complex#272	YIL033C,YJL164C,YPL203W	complex portal,wodaklab	BCY1,TPK1,TPK2
1250	cAMP-dependent protein kinase complex variant 3	YIL033C,YKL166C	complex portal	BCY1,TPK3
1251	cAMP-dependent protein kinase complex variant 6	YIL033C,YKL166C,YPL203W	complex portal	BCY1,TPK2,TPK3
1252	cAMP-dependent protein kinase complex variant 2	YIL033C,YPL203W	complex portal	BCY1,TPK2
1253	F-actin capping protein complex,F-actin capping protein complex (GO)	YIL034C,YKL007W	complex portal,benchshop	CAP1,CAP2
1254	wodaklab complex#391	YIL048W,YLR058C	wodaklab	NEO1,SHM2
1255	PCL7-PHO85 kinase complex,Pcl7-Pho85 CDK-cyclin complex	YIL050W,YPL031C	complex portal,benchshop	PCL7,PHO85
1256	wodaklab complex#545	YIL066C,YML115C	wodaklab	RNR3,VAN1
1257	wodaklab complex#273	YIL070C,YOR035C,YOR326W	wodaklab	MAM33,MYO2,SHE4
1258	wodaklab complex#632	YIL078W,YIL159W	wodaklab	BNR1,THS1
1259	TRAMP complex variant 1	YIL079C,YJL050W,YJR036C,YOL115W	complex portal	AIR1,HUL4,MTR4,PAP2
1260	TRAMP5 complex	YIL079C,YJL050W,YNL299W	complex portal	AIR1,MTR4,TRF5
1261	wodaklab complex#655	YIL088C,YJL068C	wodaklab	AVT7,YJL068C
1262	wodaklab complex#472	YIL096C,YMR264W	wodaklab	CUE1,YIL096C
1263	putative Fmc1-Atp12 complex	YIL098C,YJL180C	benchshop	ATP12,FMC1
1264	wodaklab complex#529	YIL098C,YKL192C	wodaklab	ACP1,FMC1
1265	wodaklab complex#492	YIL105C,YNL047C	wodaklab	SLM1,SLM2
1266	putative Mob1-Dbf20 complex	YIL106W,YPR111W	benchshop	DBF20,MOB1
1267	Sec24-Sfb2-Sec16-Sec23 complex	YIL109C,YNL049C,YPL085W,YPR181C	benchshop	SEC16,SEC23,SEC24,SFB2
1268	putative Tao3-Yml081w complex,wodaklab complex#309	YIL129C,YML081W	benchshop,wodaklab	TAO3,TDA9
1269	wodaklab complex#582	YIL130W,YKL126W	wodaklab	ASG1,YPK1
1270	DNA polymerase zeta complex,zeta DNA polymerase complex (GO)	YIL139C,YPL167C	complex portal,benchshop	REV3,REV7
1271	wodaklab complex#253	YIL143C,YLR057W,YOR352W	wodaklab	SSL2,YLR057W,YOR352W
1272	putative Ssl2-Yor352w complex	YIL143C,YOR352W	benchshop	SSL2,YOR352W
1273	wodaklab complex#363	YIL148W,YMR083W	wodaklab	ADH3,RPL40A
1274	ribonucleoprotein complex (GO)	YIL149C,YKR095W,YOR198C	benchshop	BFR1,MLP1,MLP2
1275	putative Psy2-Rrd1 complex	YIL153W,YNL201C	benchshop	PSY2,RRD1
1276	wodaklab complex#261	YIL158W,YJL106W,YKL215C	wodaklab	AIM20,IME2,OXP1
1277	putative Fap1-Fpr1-Yil161w complex,wodaklab complex#298	YIL161W,YNL023C,YNL135C	benchshop,wodaklab	FAP1,FPR1,YIL161W
1278	wodaklab complex#688	YIR004W,YOR021C	wodaklab	DJP1,YOR021C
1279	wodaklab complex#212	YIR006C,YLR466W,YNL084C	wodaklab	END3,PAN1,YRF1-4
1280	Pan1-End3 complex	YIR006C,YNL084C	benchshop	END3,PAN1
1281	CBF1-MET4-MET28 sulfur metabolism transcription factor complex 	YIR017C,YJR060W,YNL103W	complex portal	CBF1,MET28,MET4
1282	MET4-MET28-MET31 sulfur metabolism transcription factor complex	YIR017C,YNL103W,YPL038W	complex portal	MET28,MET31,MET4
1283	bI3 intron splicing factor complex	YIR021W	complex portal	MRS1
1284	wodaklab complex#438	YIR021W,YPR020W	wodaklab	ATP20,MRS1
1285	Signal peptidase complex,signal peptidase complex (GO)	YIR022W,YJR010C-A,YLR066W,YML055W	complex portal,benchshop	SEC11,SPC1,SPC2,SPC3
1286	wodaklab complex#77	YIR022W,YJR010C-A,YLR066W,YML055W,YNR069C,YOL151W	wodaklab	BSC5,GRE2,SEC11,SPC1,SPC2,SPC3
1287	INAC complex	YIR024C,YPL099C	complex portal	INA17,INA22
1288	wodaklab complex#562	YIR024C,YPR032W	wodaklab	SRO7,YIR024C
1289	wodaklab complex#291	YIR027C,YLR319C,YOR304C-A	wodaklab	BUD6,DAL1,YOR304C-A
1290	Adenylyl cyclase complex,adenylyl cyclase complex	YJL005W,YNL138W	complex portal,benchshop	CYR1,SRV2
1291	Carboxy-terminal domain protein kinase complex,carboxy-terminal domain protein kinase complex,wodaklab complex#226	YJL006C,YKL139W,YML112W	complex portal,benchshop,wodaklab	CTK1,CTK2,CTK3
1292	wodaklab complex#147	YJL031C,YOR305W,YPL006W,YPR176C	wodaklab	BET2,BET4,NCR1,RRG7
1293	Protein geranylgeranyltransferase type II complex	YJL031C,YOR370C,YPR176C	complex portal	BET2,BET4,MRS6
1294	Rab-protein geranylgeranyltransferase complex	YJL031C,YPR176C	benchshop	BET2,BET4
1295	tRNA-specific adenosine-34 deaminase complex	YJL035C,YLR316C	complex portal	TAD2,TAD3
1296	wodaklab complex#181	YJL045W,YKL148C,YLL041C	wodaklab	SDH1,SDH2,YJL045W
1297	CUL8-MMS1-MMS22-CTF4 E3 ubiquitin ligase complex	YJL047C,YLR320W,YOL133W,YPR135W,YPR164W	complex portal	CTF4,HRT1,MMS1,MMS22,RTT101
1298	CUL8-MMS1-ORC5 E3 ubiquitin ligase complex	YJL047C,YNL261W,YOL133W,YPR164W	complex portal	HRT1,MMS1,ORC5,RTT101
1299	wodaklab complex#392	YJL047C,YOL063C	wodaklab	CRT10,RTT101
1300	putative Tdh1-Tdh2 isozyme complex,wodaklab complex#524	YJL052W,YJR009C	benchshop,wodaklab	TDH1,TDH2
1301	wodaklab complex#338	YJL056C,YLR382C	wodaklab	NAM2,ZAP1
1302	wodaklab complex#427	YJL057C,YPL175W	wodaklab	IKS1,SPT14
1303	COX1 pre-assembly complex	YJL062W-A,YJR045C,YLR203C,YML129C	complex portal	COA3,COX14,MSS51,SSC1
1304	wodaklab complex#368	YJL062W-A,YLR363W-A	wodaklab	COA3,YLR363W-A
1305	wodaklab complex#89	YJL070C,YJL163C,YML035C,YMR004W,YMR088C	wodaklab	AMD1,MVP1,VBA1,YJL070C,YJL163C
1306	putative Yjl070c-Amd1 complex	YJL070C,YML035C	benchshop	AMD1,YJL070C
1307	N-acetylglutamate synthase NAGS/NAGK complex	YJL071W	complex portal	ARG2
1308	Ornithine carbamoyltransferase arginase complex	YJL088W,YPL111W	complex portal	ARG3,CAR1
1309	wodaklab complex#466	YJL093C,YOR165W	wodaklab	SEY1,TOK1
1310	Exomer complex,exomer complex	YJL099W,YKR027W,YLR330W,YMR237W,YOR299W	complex portal,benchshop	BCH1,BCH2,BUD7,CHS5,CHS6
1311	wodaklab complex#232	YJL104W,YLR008C,YNR041C	wodaklab	COQ2,PAM16,PAM18
1312	RAD53-ASF1 complex,Asf1-Rad53 complex,wodaklab complex#587	YJL115W,YPL153C	complex portal,benchshop,wodaklab	ASF1,RAD53
1313	wodaklab complex#595	YJL117W,YMR134W	wodaklab	PHO86,YMR134W
1314	mRNA cap complex (GO)	YJL124C,YKL204W,YOR276W	benchshop	CAF20,EAP1,LSM1
1315	tRNA (m1A58) methyltransferase complex,tRNA (m1A) methyltransferase complex	YJL125C,YNL062C	complex portal,benchshop	GCD10,GCD14
1316	wodaklab complex#490	YJL129C,YNL250W	wodaklab	RAD50,TRK1
1317	wodaklab complex#374	YJL134W,YLR256W	wodaklab	HAP1,LCB3
1318	wodaklab complex#318	YJL136C,YOR239W	wodaklab	ABP140,RPS21B
1319	putative Tif1-Tif2 complex	YJL138C,YKR059W	benchshop	TIF1,TIF2
1320	putative Yak1-Ypl247c complex	YJL141C,YPL247C	benchshop	YAK1,YPL247C
1321	putative Fbp26-Ylr345w complex,wodaklab complex#453	YJL155C,YLR345W	benchshop,wodaklab	FBP26,YLR345W
1322	wodaklab complex#395	YJL158C,YKL163W	wodaklab	CIS3,PIR3
1323	wodaklab complex#636	YJL161W,YPL108W	wodaklab	FMP33,YPL108W
1324	wodaklab complex#597	YJL178C,YPL183C	wodaklab	ATG27,RTT10
1325	wodaklab complex#518	YJL200C,YLR176C	wodaklab	ACO2,RFX1
1326	putative Nuc1-Trz1-Ymr099c complex,wodaklab complex#266	YJL208C,YKR079C,YMR099C	benchshop,wodaklab	NUC1,TRZ1,YMR099C
1327	wodaklab complex#451	YJL210W,YNL255C	wodaklab	GIS2,PEX2
1328	wodaklab complex#556	YJR011C,YJR160C	wodaklab	MPH3,YJR011C
1329	RAD26-DEF1 stalled RNAPII response complex	YJR035W,YKL054C	complex portal	DEF1,RAD26
1330	wodaklab complex#397	YJR036C,YNL194C	wodaklab	HUL4,YNL194C
1331	wodaklab complex#460	YJR040W,YOR062C	wodaklab	GEF1,YOR062C
1332	NOP8 60s ribosome pre-assembly complex	YJR041C,YKL014C,YLR221C,YNR038W,YOL144W	complex portal	DBP6,NOP8,RSA3,URB1,URB2
1333	putative Rsa3-Urb1-Urb2-Nop8 complex	YJR041C,YKL014C,YLR221C,YOL144W	benchshop	NOP8,RSA3,URB1,URB2
1334	wodaklab complex#241	YJR041C,YKL014C,YOL144W	wodaklab	NOP8,URB1,URB2
1335	VPS55-VPS68 sorting complex	YJR044C,YOL129W	complex portal	VPS55,VPS68
1336	Endonuclease SceI	YJR045C	complex portal	SSC1
1337	Ssc1-Mge1 complex	YJR045C,YOR232W	benchshop	MGE1,SSC1
1338	wodaklab complex#420	YJR049C,YLR043C	wodaklab	TRX1,UTR1
1339	NEF4 complex,wodaklab complex#537	YJR052W,YPL046C	benchshop,wodaklab	ELC1,RAD7
1340	Bfa1-Bub2 complex	YJR053W,YMR055C	complex portal	BFA1,BUB2
1341	putative Yae1-Ynl260c complex,wodaklab complex#341	YJR067C,YNL260C	benchshop,wodaklab	YAE1,YNL260C
1342	wodaklab complex#333	YJR072C,YOR046C	wodaklab	DBP5,NPA3
1343	wodaklab complex#714	YJR074W,YOR185C	wodaklab	GSP2,MOG1
1344	Ste4-Ste18 heterodimer	YJR086W,YOR212W	complex portal	STE18,STE4
1345	wodaklab complex#638	YJR096W,YNL166C	wodaklab	BNI5,YJR096W
1346	ESCRT-II complex,ESCRT II complex,wodaklab complex#302	YJR102C,YLR417W,YPL002C	complex portal,benchshop,wodaklab	SNF8,VPS25,VPS36
1347	[Cu-Zn] Superoxide dismutase complex	YJR104C	complex portal	SOD1
1348	SOD1-CCS1 Superoxide Dismutase heterodimer,Sod1-Css1 heterodimer,wodaklab complex#509	YJR104C,YMR038C	complex portal,benchshop,wodaklab	CCS1,SOD1
1349	Carbamoyl-phosphate synthase arginine-specific,carbamoyl-phosphate synthase complex	YJR109C,YOR303W	complex portal,benchshop	CPA1,CPA2
1350	putative Yjr136c-Ykl033w complex	YJR136C,YKL033W	benchshop	TTI1,TTI2
1351	wodaklab complex#696	YJR137C,YPL193W	wodaklab	MET5,RSA1
1352	PMT4 dolichyl-phosphate-mannose-protein mannosyltransferase complex	YJR143C	complex portal	PMT4
1353	wodaklab complex#433	YJR150C,YMR257C	wodaklab	DAN1,PET111
1354	ESCRT-III complex,ESCRT III complex (GO)	YKL002W,YKL041W,YLR025W,YMR077C	complex portal,benchshop	DID4,SNF7,VPS20,VPS24
1355	wodaklab complex#719	YKL015W,YPR153W	wodaklab	PUT3,YPR153W
1356	wodaklab complex#610	YKL024C,YNL024C	wodaklab	URA6,YNL024C
1357	General transcription factor complex IIE,transcription factor TFIIE complex,wodaklab complex#664	YKL028W,YKR062W	complex portal,benchshop,wodaklab	TFA1,TFA2
1358	wodaklab complex#300	YKL040C,YKL190W,YML057W	wodaklab	CMP2,CNB1,NFU1
1359	Spindle pole body intermediate layer 2 complex	YKL042W,YNL225C	complex portal	CNM67,SPC42
1360	wodaklab complex#370	YKL047W,YKL132C	wodaklab	RMA1,YKL047W
1361	wodaklab complex#710	YKL053C-A,YLR193C	wodaklab	MDM35,UPS1
1362	Transcription factor TFIIA complex,transcription factor TFIIA complex,wodaklab complex#654	YKL058W,YOR194C	complex portal,benchshop,wodaklab	TOA1,TOA2
1363	wodaklab complex#429	YKL072W,YOR005C	wodaklab	DNL4,STB6
1364	BBP-MUD2 branchpoint-binding complex ,commitment complex 2,wodaklab complex#442	YKL074C,YLR116W	complex portal,benchshop,wodaklab	MSL5,MUD2
1365	wodaklab complex#437	YKL075C,YMR137C	wodaklab	PSO2,YKL075C
1366	wodaklab complex#228	YKL078W,YLR096W,YNL186W	wodaklab	DHR2,KIN2,UBP10
1367	putative Dhr2-Ubp10 complex	YKL078W,YNL186W	benchshop	DHR2,UBP10
1368	wodaklab complex#133	YKL088W,YKR072C,YML016C,YOR054C	wodaklab	CAB3,PPZ1,SIS2,VHS3
1369	Phosphopantothenoylcysteine decarboxylase complex,Sis2-Ykl088w-Vhs3 complex	YKL088W,YKR072C,YOR054C	complex portal,benchshop	CAB3,SIS2,VHS3
1370	putative Ykl088w-Ppz1 complex	YKL088W,YML016C	benchshop	CAB3,PPZ1
1371	vacuolar proton-transporting V-type ATPase, V0 domain	YKL119C,YLR447C,YOR270C,YPR149W	benchshop	NCE102,VMA6,VPH1,VPH2
1372	putative Ypk1-Ypk2 complex	YKL126W,YMR104C	benchshop	YPK1,YPK2
1373	Adapter complex AP-1	YKL135C,YLR170C,YPL259C,YPR029C	complex portal	APL2,APL4,APM1,APS1
1374	wodaklab complex#402	YKL138C,YLR086W	wodaklab	MRPL31,SMC4
1375	wodaklab complex#657	YKL140W,YOR066W	wodaklab	MSA1,TGL1
1376	mitochondrial respiratory chain complex II	YKL148C,YLL041C	benchshop	SDH1,SDH2
1377	calcineurin complex (GO)	YKL159C,YKL190W,YLR433C,YML057W	benchshop	CMP2,CNA1,CNB1,RCN1
1378	wodaklab complex#359	YKL171W,YLL003W	wodaklab	NNK1,SFI1
1379	Fatty-acyl-CoA synthase,fatty acid synthase complex	YKL182W,YPL231W	complex portal,benchshop	FAS1,FAS2
1380	MEX67-MTR2 nuclear RNA export factor complex,nuclear RNA export factor complex (GO)	YKL186C,YPL169C	complex portal,benchshop	MEX67,MTR2
1381	Peroxisomal ABC transporter complex PXA1-PXA2	YKL188C,YPL147W	complex portal	PXA1,PXA2
1382	Calcineurin complex variant 1	YKL190W,YLR433C	complex portal	CNA1,CNB1
1383	Calcineurin complex variant 2,calcineurin complex	YKL190W,YML057W	complex portal,benchshop	CMP2,CNB1
1384	Pex1/Pex6 heterodimer,wodaklab complex#385	YKL197C,YNL329C	complex portal,wodaklab	PEX1,PEX6
1385	Peroxisomal protein import complex	YKL197C,YNL329C,YOL044W	complex portal	PEX1,PEX15,PEX6
1386	wodaklab complex#515	YKR015C,YLR299W	wodaklab	ECM38,YKR015C
1387	wodaklab complex#637	YKR016W,YPL109C	wodaklab	FCJ1,YPL109C
1388	wodaklab complex#712	YKR018C,YMR166C	wodaklab	YKR018C,YMR166C
1389	wodaklab complex#667	YKR023W,YLR451W	wodaklab	LEU3,YKR023W
1390	wodaklab complex#389	YKR031C,YMR041C	wodaklab	ARA2,SPO14
1391	wodaklab complex#398	YKR053C,YLR181C	wodaklab	VTA1,YSR3
1392	LAS1 RNA processome complex	YKR063C,YKR063C,YLL035W,YLL035W	complex portal	GRC3,GRC3,LAS1,LAS1
1393	wodaklab complex#331	YKR064W,YLR214W	wodaklab	FRE1,OAF3
1394	TAH18-DRE2 complex,putative Dre2-Tah18 complex	YKR071C,YPR048W	complex portal,benchshop	DRE2,TAH18
1395	DOM34-HBS1 ribosome dissociation complex	YKR084C,YNL001W	complex portal	DOM34,HBS1
1396	RTT109-VPS75 histone acetyltransferase complex	YLL002W,YLL002W,YNL246W,YNL246W	complex portal	RTT109,RTT109,VPS75,VPS75
1397	Rtt109-Vps75 complex,wodaklab complex#347	YLL002W,YNL246W	benchshop,wodaklab	RTT109,VPS75
1398	wodaklab complex#379	YLL005C,YNL225C	wodaklab	CNM67,SPO75
1399	Psr2-Psr1-Whi2 complex	YLL010C,YLR019W,YOR043W	benchshop	PSR1,PSR2,WHI2
1400	WHI2-PSR1 phosphatase complex	YLL010C,YOR043W	complex portal	PSR1,WHI2
1401	putative Yll032c-Yml119w complex	YLL032C,YML119W	benchshop	YLL032C,YML119W
1402	wodaklab complex#160	YLL035W,YLR233C,YML051W,YMR214W	wodaklab	EST1,GAL80,GRC3,SCJ1
1403	putative Ybt1-Dak1 complex	YLL048C,YML070W	benchshop	DAK1,YBT1
1404	wodaklab complex#444	YLR001C,YOL016C	wodaklab	CMK2,YLR001C
1405	NOC2-NOC3 complex,Noc2p-Noc3p complex (GO)	YLR002C,YOR206W	complex portal,benchshop	NOC2,NOC3
1406	Ssk1-Ssk2 complex	YLR006C,YNR031C	benchshop	SSK1,SSK2
1407	WHI2-PSR2 phosphatase complex	YLR019W,YOR043W	complex portal	PSR2,WHI2
1408	wodaklab complex#422	YLR023C,YMR239C	wodaklab	IZH3,RNT1
1409	putative Snf7-Vps4 complex	YLR025W,YPR173C	benchshop	SNF7,VPS4
1410	Golgi t-SNARE complex, BOS1 variant	YLR026C,YLR078C,YLR268W	complex portal	BOS1,SEC22,SED5
1411	MutLbeta complex,Mlh2-Mlh1 heterodimer	YLR035C,YMR167W	complex portal,benchshop	MLH1,MLH2
1412	wodaklab complex#209	YLR035C,YMR167W,YNL082W	wodaklab	MLH1,MLH2,PMS1
1413	Mitochondrial respiratory chain complex IV variant 1,Mitochondrial electron transport complex IV variant 2	YLR038C,YMR256C	complex portal	COX12,COX7
1414	LMA1 complex, TRX1 variant	YLR043C,YNL015W	complex portal	PBI2,TRX1
1415	wodaklab complex#191	YLR089C,YLR259C,YNL055C	wodaklab	ALT1,HSP60,POR1
1416	CMG helicase complex	YLR103C	complex portal	CDC45
1417	wodaklab complex#369	YLR104W,YPL141C	wodaklab	FRK1,LCL2
1418	tRNA-intron endonuclease complex	YLR105C,YPL083C	benchshop	SEN2,SEN54
1419	wodaklab complex#328	YLR107W,YPL134C	wodaklab	ODC1,REX3
1420	putative Hog1-Rck2 complex	YLR113W,YLR248W	benchshop	HOG1,RCK2
1421	wodaklab complex#684	YLR120C,YLR361C-A	wodaklab	YLR361C-A,YPS1
1422	wodaklab complex#699	YLR130C,YNL006W	wodaklab	LST8,ZRT2
1423	wodaklab complex#594	YLR131C,YOR321W	wodaklab	ACE2,PMT3
1424	SLX4-RAD1-RAD10 endonuclease complex	YLR135W,YML095C,YPL022W	complex portal	RAD1,RAD10,SLX4
1425	wodaklab complex#487	YLR136C,YML132W	wodaklab	COS3,TIS11
1426	putative Put1-Ymr315w complex	YLR142W,YMR315W	benchshop	PUT1,YMR315W
1427	wodaklab complex#539	YLR143W,YNR056C	wodaklab	BIO5,YLR143W
1428	putative Spe3-Spe4 complex	YLR146C,YPR069C	benchshop	SPE3,SPE4
1429	Ic-CPY complex,wodaklab complex#530	YLR178C,YMR297W	benchshop,wodaklab	PRC1,TFS1
1430	Cpr6-Hsc82-Sti1-Hsp82 complex	YLR216C,YMR186W,YOR027W,YPL240C	benchshop	CPR6,HSC82,HSP82,STI1
1431	BUR1-BUR2 kinase complex,Bur1-Bur2 CDK-cyclin complex,wodaklab complex#528	YLR226W,YPR161C	complex portal,benchshop,wodaklab	BUR2,SGV1
1432	RecQ helicase-Topo III complex,RecQ helicase-Topo III complex (GO)	YLR234W,YMR190C,YPL024W	complex portal,benchshop	RMI1,SGS1,TOP3
1433	wodaklab complex#580	YLR241W,YPL209C	wodaklab	IPL1,YLR241W
1434	Palmitoyltransferase ERF2/SHR5 complex,palmitoyltransferase complex (GO)	YLR246W,YOL110W	complex portal,benchshop	ERF2,SHR5
1435	wodaklab complex#176	YLR260W,YOL084W	wodaklab	LCB5,PHM7
1436	DCS1 decapping scavenger complex	YLR270W	complex portal	DCS1
1437	DCS1-DCS2 regulator of decapping scavenger complex,Dcs1-Dcs2 heterodimer,wodaklab complex#626	YLR270W,YOR173W	complex portal,benchshop,wodaklab	DCS1,DCS2
1438	wodaklab complex#375	YLR272C,YNL190W	wodaklab	YCS4,YNL190W
1439	Rad17-Mec3-Ddc1 checkpoint clamp complex	YLR288C,YOR368W,YPL194W	complex portal	DDC1,MEC3,RAD17
1440	wodaklab complex#623	YLR303W,YPL258C	wodaklab	MET17,THI21
1441	wodaklab complex#494	YLR309C,YMR110C	wodaklab	HFD1,IMH1
1442	putative Bud6-Yor304c-a complex	YLR319C,YOR304C-A	benchshop	BUD6,YOR304C-A
1443	1,3-beta-D-glucan synthase complex	YLR342W,YPR165W	complex portal	FKS1,RHO1
1444	Ulp1 nuclear pore complex	YLR347C,YMR308C,YPL020C	benchshop	KAP95,PSE1,ULP1
1445	Importin complex, KAP60-KAP95	YLR347C,YNL189W	complex portal	KAP95,SRP1
1446	putative Kap95-Nup1 nuclear pore subcomplex	YLR347C,YOR098C	benchshop	KAP95,NUP1
1447	wodaklab complex#523	YLR368W,YPL088W	wodaklab	MDM30,YPL088W
1448	wodaklab complex#495	YLR375W,YMR136W	wodaklab	GAT2,STP3
1449	bI4 intron splicing factor complex	YLR382C	complex portal	NAM2
1450	Vac14-Fig4 complex,wodaklab complex#440	YLR386W,YNL325C	benchshop,wodaklab	FIG4,VAC14
1451	putative Ste23-Mrn1 complex	YLR389C,YPL184C	benchshop	MRN1,STE23
1452	wodaklab complex#673	YLR394W,YMR060C	wodaklab	CST9,SAM37
1453	putative Sfp1-Mrs6 complex	YLR403W,YOR370C	benchshop	MRS6,SFP1
1454	putative Crn1-Inp52-Bsp1 complex	YLR429W,YNL106C,YPR171W	benchshop	BSP1,CRN1,INP52
1455	Nrd1-Nab3-Sen1 termination complex	YLR430W,YMR239C,YNL251C,YPL190C	benchshop	NAB3,NRD1,RNT1,SEN1
1456	NRD1 snoRNA termination complex	YLR430W,YNL251C,YPL190C	complex portal	NAB3,NRD1,SEN1
1457	putative Ecm30-Ubp15 complex,wodaklab complex#571	YLR436C,YMR304W	benchshop,wodaklab	ECM30,UBP15
1458	putative Hmg1-Hmg2 isozyme complex	YLR450W,YML075C	benchshop	HMG1,HMG2
1459	wodaklab complex#674	YLR460C,YOL097C	wodaklab	WRS1,YLR460C
1460	wodaklab complex#443	YML001W,YOL029C	wodaklab	YOL029C,YPT7
1461	wodaklab complex#578	YML002W,YPR048W	wodaklab	TAH18,YML002W
1462	TRM9-TRM112 methyltransferase complex,Trm9-Trm112 complex	YML014W,YNR046W	complex portal,benchshop	TRM112,TRM9
1463	wodaklab complex#218	YML014W,YNR046W,YOL124C	wodaklab	TRM11,TRM112,TRM9
1464	SF3B complex	YML049C,YMR240C,YMR288W,YNL138W-A,YOR319W,YPR094W	complex portal	CUS1,HSH155,HSH49,RDS3,RSE1,YSF3
